CustomerID,Age,Annual_Income_k$,Spending_Score,Purchase_Frequency,Gender
35004,45.0,75.35,43,4,Female
35005,67.0,25.7,51,8,Female
35006,52.0,19.42,38,9,Male
35007,49.0,77.34,68,6,Female
35008,45.0,37.85,40,5,Female
35009,26.0,83.72,5,8,Female
35010,41.0,64.58,18,9,Female
35011,21.0,,94,3,Female
35012,62.0,31.33,72,5,Male
35013,58.0,-23.25,2,4,Male
35014,20.0,44.03,79,6,Male
35015,65.0,61.31,55,6,Female
35016,39.0,66.56,69,8,Male
35017,57.0,19.66,10,5,Male
35018,56.0,43.15,56,5,Male
35019,66.0,93.76,22,8,Female
35020,42.0,116.03,75,5,Male
35021,65.0,77.25,72,5,Female
35022,39.0,60.31,82,4,Female
35023,67.0,20.99,43,7,Female
35024,65.0,60.6,70,6,Female
35025,64.0,45.87,88,3,Male
35026,51.0,100.36,83,5,Female
35027,37.0,50.42,91,2,Male
35028,53.0,82.6,84,7,Male
35029,54.0,52.53,10,2,Female
35030,56.0,90.74,25,12,Female
35031,44.0,58.03,72,8,Male
35032,64.0,71.17,89,5,Female
35033,66.0,58.9,31,3,Female
35034,49.0,76.71,91,0,Male
35035,59.0,35.88,21,7,Male
35036,69.0,85.86,20,6,Female
35037,46.0,11.49,42,6,Male
35038,58.0,73.59,92,4,Male
35039,65.0,32.45,90,4,Male
35040,49.0,77.91,71,5,Female
35041,41.0,93.26,64,3,Male
35042,20.0,24.72,62,4,Male
35043,44.0,32.9,91,2,Female
35044,26.0,35.91,43,5,Female
35045,57.0,96.97,90,7,Female
35046,40.0,23.65,90,10,Male
35047,24.0,,49,1,Male
35048,34.0,12.86,24,6,Male
35049,54.0,71.51,5,4,Female
35050,24.0,70.97,25,13,Male
35051,47.0,5.35,39,3,Female
35052,30.0,96.08,82,5,Male
35053,35.0,73.25,24,8,Male
35054,48.0,33.32,90,6,Female
35055,39.0,17.7,29,2,Female
35056,31.0,106.23,8,6,Male
35057,35.0,,37,2,Male
35058,52.0,63.12,22,5,Female
35059,34.0,90.45,32,6,Male
35060,36.0,66.44,42,10,Female
35061,48.0,36.21,53,5,Female
35062,56.0,3.12,5,4,Female
35063,53.0,100.77,45,5,Male
35064,32.0,91.28,44,3,Female
35065,46.0,55.96,83,5,Male
35066,57.0,63.58,50,5,Male
35067,33.0,84.45,82,4,Male
35068,50.0,49.77,32,7,Male
35069,42.0,42.43,56,2,Female
35070,33.0,47.63,7,3,Female
35071,47.0,64.88,100,4,Female
35072,51.0,88.28,75,1,Male
35073,19.0,31.94,12,7,Female
35074,57.0,50.13,84,4,Female
35075,61.0,1.34,36,3,Male
35076,60.0,113.4,17,12,Male
35077,55.0,57.54,73,4,Female
35078,68.0,95.16,8,7,Female
35079,35.0,29.87,60,8,Female
35080,22.0,93.87,22,5,Female
35081,64.0,88.82,29,7,Female
35082,57.0,29.33,38,5,Female
35083,23.0,56.81,84,3,Male
35084,29.0,30.38,43,10,Male
35085,68.0,68.66,45,6,Male
35086,29.0,100.49,97,4,Female
35087,29.0,74.19,13,4,Female
35088,26.0,63.44,76,6,Female
35089,59.0,93.45,59,6,Female
35090,39.0,55.45,81,4,Female
35091,66.0,89.45,6,4,Male
35092,67.0,21.8,93,3,Female
35093,33.0,75.8,20,7,Male
35094,21.0,72.96,22,2,Female
35095,67.0,41.9,67,8,Female
35096,20.0,39.47,90,9,Female
35097,33.0,25.68,5,5,Female
35098,31.0,43.1,16,4,Male
35099,58.0,94.32,39,1,Female
35100,55.0,64.47,26,6,Male
35101,21.0,52.56,85,9,Male
35102,19.0,32.16,97,7,Male
35103,27.0,83.51,43,2,Female
35104,28.0,86.18,67,5,Male
35105,56.0,78.3,49,2,Male
35106,43.0,30.2,12,5,Male
35107,54.0,62.4,16,4,Male
35108,43.0,,77,5,Male
35109,21.0,64.44,79,4,Male
35110,43.0,8.76,2,3,Male
35111,55.0,70.13,49,4,Male
35112,45.0,8.36,92,4,Male
35113,19.0,104.78,21,8,Female
35114,19.0,30.9,52,8,Female
35115,33.0,97.35,81,4,Male
35116,40.0,55.37,13,3,Male
35117,40.0,,20,6,Male
35118,30.0,62.74,93,6,Female
35119,38.0,57.12,87,4,Female
35120,56.0,5.11,88,5,Female
35121,42.0,51.42,43,3,Male
35122,54.0,47.75,54,5,Male
35123,66.0,15.87,95,3,Female
35124,30.0,40.6,67,5,Female
35125,32.0,58.77,48,4,Female
35126,45.0,,18,5,Female
35127,20.0,56.5,47,11,Female
35128,40.0,56.67,31,5,Female
35129,21.0,53.28,35,8,Female
35130,64.0,41.86,78,6,Male
35131,67.0,55.77,88,7,Male
35132,20.0,55.93,83,5,Male
35133,56.0,24.13,41,9,Male
35134,25.0,62.96,52,5,Female
35135,60.0,89.66,28,3,Male
35136,42.0,38.55,20,7,Female
35137,58.0,73.21,6,5,Female
35138,69.0,35.34,66,6,Male
35139,29.0,58.28,48,6,Male
35140,22.0,40.15,1,7,Female
35141,50.0,25.95,29,5,Male
35142,63.0,51.6,44,6,Female
35143,42.0,63.53,50,2,Female
35144,42.0,62.35,89,5,Male
35145,52.0,38.37,93,3,Female
35146,32.0,39.13,76,10,Female
35147,59.0,75.18,53,6,Male
35148,,35.29,81,4,Male
35149,27.0,,11,2,Male
35150,41.0,27.98,19,8,Male
35151,52.0,43.09,33,6,Male
35152,46.0,0.65,18,7,Male
35153,55.0,64.23,31,7,Female
35154,22.0,51.05,74,8,Male
35155,41.0,44.11,85,2,Male
35156,36.0,87.66,88,2,Male
35157,63.0,37.37,1,3,Female
35158,,78.77,81,4,Female
35159,61.0,65.0,36,11,Female
35160,26.0,95.26,32,11,Female
35161,43.0,98.48,81,1,Male
35162,42.0,42.04,100,4,Male
35163,52.0,76.3,5,4,Female
35164,67.0,117.64,23,6,Male
35165,53.0,72.04,83,11,Male
35166,31.0,50.04,55,5,Male
35167,23.0,18.75,72,5,Female
35168,49.0,8.4,83,7,Male
35169,43.0,19.95,89,8,Male
35170,32.0,118.79,8,5,Male
35171,66.0,58.77,50,5,Male
35172,48.0,64.4,49,7,Male
35173,54.0,43.39,13,3,Female
35174,55.0,71.91,61,4,Female
35175,54.0,56.15,32,7,Male
35176,36.0,,65,4,Male
35177,31.0,13.2,24,2,Female
35178,53.0,4.94,99,8,Male
35179,54.0,45.68,56,5,Male
35180,28.0,47.88,24,5,Female
35181,44.0,73.36,44,3,Female
35182,19.0,94.6,56,6,Female
35183,39.0,34.47,78,9,Female
35184,19.0,44.93,63,8,Female
35185,37.0,105.08,14,5,Male
35186,61.0,94.3,13,3,Male
35187,65.0,12.44,74,10,Female
35188,,99.82,66,9,Male
35189,21.0,38.57,28,3,Male
35190,31.0,48.81,3,6,Male
35191,24.0,73.96,48,4,Female
35192,32.0,44.36,70,7,Female
35193,47.0,40.59,7,8,Male
35194,33.0,42.28,24,4,Male
35195,57.0,87.89,33,5,Female
35196,19.0,40.32,100,2,Male
35197,36.0,49.6,63,3,Female
35198,18.0,58.24,74,4,Female
35199,48.0,15.06,21,7,Male
35200,21.0,62.64,38,5,Female
35201,44.0,85.34,98,7,Male
35202,42.0,,39,4,Male
35203,39.0,45.6,54,6,Male
35204,60.0,32.96,58,10,Female
35205,27.0,46.49,67,0,Female
35206,67.0,52.25,85,7,Male
35207,50.0,24.29,7,4,Male
35208,66.0,31.28,26,4,Male
35209,65.0,38.71,72,4,Female
35210,61.0,24.84,69,5,Female
35211,47.0,60.96,26,9,Male
35212,47.0,72.33,81,6,Female
35213,33.0,44.27,29,5,Male
35214,26.0,47.8,22,6,Male
35215,34.0,77.76,61,6,Male
35216,52.0,54.69,42,6,Male
35217,67.0,78.7,73,4,Male
35218,64.0,19.7,49,6,Female
35219,32.0,60.14,65,5,Female
35220,65.0,81.5,26,4,Male
35221,45.0,124.56,17,7,Female
35222,37.0,94.05,63,3,Male
35223,50.0,44.84,89,7,Female
35224,50.0,19.2,79,6,Female
35225,53.0,52.11,19,4,Female
35226,30.0,87.35,57,4,Male
35227,21.0,35.93,53,1,Male
35228,40.0,54.91,63,4,Male
35229,25.0,38.98,54,3,Male
35230,30.0,58.16,9,3,Female
35231,41.0,65.88,2,7,Male
35232,57.0,79.63,86,6,Female
35233,63.0,35.69,18,5,Female
35234,47.0,79.72,96,8,Male
35235,47.0,64.07,85,7,Male
35236,42.0,31.59,3,3,Male
35237,50.0,65.91,75,6,Male
35238,26.0,61.09,35,1,Female
35239,43.0,80.21,13,5,Female
35240,41.0,40.91,67,8,Female
35241,50.0,40.6,6,4,Male
35242,56.0,26.03,82,4,Female
35243,42.0,9.88,29,4,Female
35244,69.0,53.37,83,2,Female
35245,62.0,54.19,33,6,Male
35246,32.0,15.87,73,9,Male
35247,58.0,73.81,5,6,Male
35248,65.0,75.96,82,3,Female
35249,66.0,13.52,30,3,Female
35250,58.0,,81,3,Male
35251,23.0,72.53,67,4,Female
35252,37.0,68.11,73,5,Female
35253,61.0,39.0,63,8,Female
35254,33.0,90.96,25,5,Male
35255,38.0,16.34,56,3,Male
35256,,44.44,48,1,Male
35257,56.0,84.49,80,3,Female
35258,59.0,62.68,83,7,Female
35259,21.0,47.94,53,1,Female
35260,41.0,109.59,1,4,Female
35261,20.0,48.1,55,5,Female
35262,67.0,18.14,82,10,Female
35263,18.0,27.56,36,5,Female
35264,47.0,98.21,9,9,Male
35265,30.0,20.16,34,4,Male
35266,35.0,89.88,41,6,Female
35267,57.0,50.38,33,6,Female
35268,28.0,,10,3,Female
35269,59.0,74.99,14,3,Female
35270,46.0,61.18,30,4,Female
35271,,14.29,1,2,Male
35272,42.0,44.44,14,10,Female
35273,53.0,84.74,75,4,Male
35274,53.0,,50,4,Male
35275,61.0,20.08,14,4,Male
35276,,39.22,14,7,Male
35277,45.0,28.74,89,5,Male
35278,62.0,62.34,16,4,Female
35279,25.0,77.35,72,3,Female
35280,38.0,48.52,7,4,Male
35281,52.0,54.83,18,3,Male
35282,61.0,79.81,51,10,Male
35283,35.0,71.53,91,6,Female
35284,64.0,26.14,41,3,Female
35285,42.0,31.47,91,3,Female
35286,63.0,80.45,11,3,Female
35287,58.0,64.07,17,3,Female
35288,22.0,74.48,14,5,Male
35289,64.0,15.15,55,6,Female
35290,25.0,,3,9,Female
35291,,44.71,67,6,Male
35292,20.0,72.16,76,6,Female
35293,61.0,57.63,73,1,Male
35294,54.0,84.57,48,6,Male
35295,48.0,70.48,12,7,Female
35296,46.0,49.19,96,4,Male
35297,58.0,41.88,65,10,Male
35298,37.0,60.13,60,5,Female
35299,20.0,46.8,79,9,Male
35300,40.0,102.88,60,2,Female
35301,57.0,,38,4,Male
35302,38.0,62.02,93,4,Female
35303,30.0,38.47,76,3,Female
35304,25.0,94.18,24,5,Female
35305,22.0,82.18,71,2,Female
35306,42.0,,11,3,Female
35307,56.0,63.19,62,2,Female
35308,54.0,63.11,14,3,Male
35309,58.0,49.11,50,3,Female
35310,22.0,63.32,13,2,Female
35311,25.0,74.08,63,5,Male
35312,61.0,69.61,43,4,Female
35313,21.0,15.51,47,1,Male
35314,58.0,4.46,46,6,Female
35315,39.0,-25.28,90,2,Male
35316,31.0,50.51,1,3,Female
35317,36.0,38.95,45,1,Male
35318,30.0,60.72,39,6,Female
35319,52.0,42.39,30,7,Male
35320,21.0,50.46,24,10,Male
35321,50.0,56.97,12,1,Female
35322,39.0,4.07,6,5,Male
35323,18.0,79.16,27,7,Female
35324,28.0,54.13,46,5,Female
35325,33.0,24.39,85,3,Male
35326,21.0,51.17,71,2,Female
35327,46.0,27.0,17,3,Female
35328,56.0,71.66,82,5,Female
35329,61.0,69.83,84,3,Female
35330,55.0,56.14,84,8,Female
35331,41.0,55.55,57,5,Female
35332,,86.27,89,7,Female
35333,26.0,79.49,29,3,Female
35334,25.0,15.69,8,6,Male
35335,31.0,42.42,3,5,Male
35336,32.0,75.12,70,4,Female
35337,39.0,84.57,16,7,Male
35338,54.0,114.28,57,4,Female
35339,32.0,76.99,5,7,Female
35340,23.0,12.66,56,3,Female
35341,18.0,51.27,35,4,Male
35342,37.0,79.56,45,4,Female
35343,58.0,,46,7,Male
35344,53.0,67.5,67,8,Female
35345,19.0,42.85,85,3,Male
35346,23.0,71.91,20,3,Female
35347,,79.72,11,5,Female
35348,20.0,32.52,66,6,Female
35349,24.0,,42,6,Female
35350,37.0,10.71,23,5,Female
35351,,73.74,30,7,Female
35352,58.0,90.57,33,2,Male
35353,58.0,65.3,25,3,Male
35354,68.0,39.74,29,8,Female
35355,22.0,54.31,34,1,Female
35356,42.0,26.99,58,7,Female
35357,55.0,41.18,5,6,Female
35358,35.0,55.16,8,8,Male
35359,18.0,63.35,69,8,Female
35360,42.0,55.34,39,5,Female
35361,34.0,70.03,61,1,Male
35362,63.0,61.61,63,6,Female
35363,32.0,49.38,41,4,Female
35364,22.0,81.71,58,5,Male
35365,34.0,55.33,12,5,Female
35366,38.0,28.28,54,2,Male
35367,40.0,61.82,93,2,Female
35368,60.0,14.1,99,4,Female
35369,27.0,26.34,24,6,Female
35370,34.0,,36,5,Male
35371,18.0,114.25,47,4,Male
35372,54.0,79.05,71,6,Male
35373,65.0,77.23,36,5,Male
35374,24.0,64.71,58,4,Female
35375,29.0,26.48,30,3,Male
35376,57.0,89.75,24,8,Male
35377,67.0,,95,3,Male
35378,18.0,37.15,37,6,Female
35379,37.0,98.38,50,3,Female
35380,61.0,111.86,97,8,Male
35381,48.0,6.83,46,2,Female
35382,21.0,81.39,47,5,Female
35383,43.0,62.9,38,5,Female
35384,29.0,71.77,74,2,Male
35385,39.0,99.33,85,5,Female
35386,18.0,71.2,83,7,Male
35387,18.0,57.88,96,3,Female
35388,20.0,35.42,60,3,Male
35389,29.0,59.86,6,4,Male
35390,38.0,71.97,36,3,Female
35391,30.0,8.47,94,11,Female
35392,30.0,43.13,72,9,Female
35393,58.0,60.53,52,7,Female
35394,,48.06,80,5,Male
35395,50.0,100.56,100,5,Female
35396,23.0,23.22,26,3,Male
35397,42.0,9.62,54,4,Male
35398,40.0,110.33,9,5,Female
35399,41.0,56.7,38,4,Male
35400,54.0,37.02,89,6,Female
35401,43.0,87.12,76,6,Female
35402,21.0,50.86,65,5,Male
35403,55.0,57.14,97,9,Female
35404,,60.12,99,8,Female
35405,66.0,86.78,79,3,Male
35406,28.0,62.84,41,3,Female
35407,53.0,86.85,50,5,Female
35408,42.0,79.88,100,6,Male
35409,37.0,159.21,500,0,Female
35410,18.0,66.91,52,2,Male
35411,47.0,40.16,78,8,Female
35412,21.0,78.44,55,5,Male
35413,40.0,54.54,6,8,Male
35414,52.0,57.83,65,5,Female
35415,59.0,20.74,25,6,Male
35416,39.0,48.15,49,5,Female
35417,48.0,19.47,3,6,Male
35418,18.0,32.35,30,6,Female
35419,21.0,49.4,82,4,Male
35420,36.0,79.4,50,8,Male
35421,47.0,16.79,41,5,Female
35422,,19.93,96,3,Female
35423,65.0,80.99,100,1,Male
35424,36.0,65.16,98,6,Female
35425,69.0,83.19,8,7,Male
35426,,71.97,37,2,Female
35427,39.0,70.39,98,9,Female
35428,67.0,50.43,7,2,Female
35429,19.0,33.3,9,4,Female
35430,23.0,86.05,63,9,Male
35431,38.0,67.57,73,6,Female
35432,50.0,78.13,78,2,Male
35433,36.0,106.39,82,6,Male
35434,44.0,52.69,30,4,Male
35435,54.0,72.41,59,7,Male
35436,46.0,69.56,94,6,Female
35437,45.0,76.07,79,6,Male
35438,51.0,80.86,45,4,Male
35439,18.0,,52,7,Male
35440,65.0,59.73,17,6,Male
35441,,43.14,73,7,Female
35442,38.0,40.85,96,3,Male
35443,51.0,83.59,34,4,Male
35444,43.0,80.45,21,5,Male
35445,53.0,41.73,73,8,Female
35446,52.0,56.05,48,3,Male
35447,40.0,94.17,48,5,Male
35448,34.0,58.3,69,3,Female
35449,64.0,68.13,49,7,Male
35450,59.0,80.67,42,1,Male
35451,29.0,77.21,72,4,Female
35452,61.0,40.01,89,1,Male
35453,37.0,121.36,95,11,Male
35454,56.0,81.52,75,5,Male
35455,44.0,,51,3,Male
35456,59.0,85.83,100,4,Male
35457,54.0,69.77,29,5,Male
35458,37.0,58.35,1,7,Male
35459,69.0,41.41,67,6,Male
35460,28.0,30.0,22,5,Female
35461,45.0,31.29,50,7,Male
35462,19.0,77.96,79,5,Female
35463,41.0,97.83,61,4,Male
35464,33.0,36.37,56,4,Female
35465,29.0,48.61,1,7,Male
35466,,55.84,85,3,Female
35467,53.0,97.54,54,6,Male
35468,19.0,68.34,52,6,Male
35469,42.0,77.44,19,4,Male
35470,46.0,94.98,31,5,Female
35471,45.0,42.38,23,6,Female
35472,,75.54,88,5,Female
35473,62.0,69.98,19,8,Female
35474,40.0,67.04,34,2,Female
35475,49.0,48.13,9,10,Male
35476,48.0,85.79,35,4,Female
35477,36.0,60.43,44,2,Male
35478,32.0,71.2,52,2,Female
35479,50.0,91.23,51,2,Female
35480,34.0,14.18,2,4,Female
35481,69.0,37.2,32,7,Male
35482,53.0,46.17,25,3,Female
35483,37.0,51.56,7,3,Female
35484,26.0,51.4,47,5,Male
35485,55.0,69.74,72,3,Male
35486,20.0,53.15,95,5,Female
35487,19.0,,29,4,Female
35488,35.0,103.29,6,4,Male
35489,40.0,56.83,36,6,Male
35490,36.0,33.41,2,6,Male
35491,24.0,76.74,6,6,Male
35492,52.0,65.58,67,6,Female
35493,67.0,135.25,94,5,Male
35494,37.0,47.46,51,7,Male
35495,37.0,75.03,42,7,Female
35496,36.0,62.26,92,8,Female
35497,58.0,82.17,69,3,Male
35498,33.0,50.09,35,9,Female
35499,55.0,99.98,49,5,Female
35500,38.0,48.6,95,6,Male
35501,46.0,130.4,99,5,Female
35502,61.0,38.1,78,7,Female
35503,55.0,38.08,50,3,Female
35504,62.0,16.12,86,4,Female
35505,41.0,120.27,45,4,Female
35506,,74.65,40,6,Male
35507,46.0,86.89,15,8,Male
35508,48.0,49.56,8,5,Female
35509,62.0,50.33,54,7,Male
35510,69.0,103.7,82,5,Female
35511,56.0,76.79,80,9,Female
35512,29.0,121.8,68,6,Female
35513,47.0,121.94,65,5,Female
35514,21.0,68.69,14,8,Female
35515,47.0,88.62,1,6,Male
35516,,12.84,79,8,Male
35517,33.0,71.2,54,2,Female
35518,44.0,47.93,38,7,Female
35519,21.0,63.09,65,8,Male
35520,25.0,60.32,35,3,Female
35521,65.0,59.68,41,3,Female
35522,25.0,101.86,50,8,Male
35523,34.0,,81,5,Male
35524,63.0,33.79,98,6,Female
35525,61.0,64.97,56,3,Female
35526,20.0,52.29,87,11,Female
35527,44.0,88.47,38,6,Female
35528,69.0,47.21,9,9,Male
35529,51.0,78.81,63,9,Female
35530,62.0,69.06,72,3,Female
35531,38.0,72.72,2,10,Female
35532,60.0,32.46,80,4,Female
35533,41.0,50.74,23,3,Female
35534,,72.38,13,7,Male
35535,67.0,42.35,73,5,Female
35536,58.0,83.24,51,3,Male
35537,46.0,61.66,88,4,Male
35538,56.0,93.84,98,6,Female
35539,23.0,31.35,50,6,Female
35540,,96.52,48,3,Female
35541,67.0,57.72,26,9,Female
35542,31.0,61.97,93,2,Male
35543,54.0,58.8,19,5,Male
35544,69.0,76.04,66,8,Female
35545,41.0,12.41,83,6,Female
35546,30.0,54.6,76,2,Male
35547,18.0,,50,4,Male
35548,29.0,55.5,81,7,Male
35549,68.0,59.44,41,6,Female
35550,59.0,80.06,24,5,Female
35551,41.0,93.83,17,2,Male
35552,54.0,53.01,64,4,Male
35553,37.0,16.34,1,6,Female
35554,,58.99,6,5,Male
35555,29.0,15.2,5,4,Female
35556,38.0,11.85,67,2,Female
35557,20.0,43.58,25,4,Male
35558,44.0,17.74,89,8,Male
35559,63.0,31.45,81,6,Male
35560,53.0,73.02,95,2,Female
35561,34.0,42.92,32,5,Female
35562,66.0,81.16,14,8,Male
35563,63.0,79.57,93,4,Female
35564,32.0,64.55,88,7,Female
35565,56.0,48.46,79,1,Female
35566,21.0,68.1,49,7,Male
35567,34.0,105.15,12,3,Female
35568,55.0,69.96,17,7,Female
35569,28.0,57.7,28,3,Male
35570,29.0,58.28,40,4,Male
35571,64.0,62.71,27,6,Male
35572,49.0,62.61,41,2,Female
35573,44.0,69.03,47,4,Male
35574,61.0,20.63,37,9,Female
35575,60.0,91.67,71,2,Male
35576,44.0,58.82,77,3,Male
35577,66.0,,30,2,Male
35578,57.0,0.48,7,5,Male
35579,61.0,13.85,74,2,Female
35580,46.0,89.09,40,6,Female
35581,26.0,59.86,51,3,Female
35582,60.0,46.75,40,3,Male
35583,20.0,45.41,32,4,Female
35584,56.0,59.79,36,6,Male
35585,46.0,117.64,45,5,Female
35586,38.0,-10.95,25,5,Female
35587,52.0,31.77,80,2,Male
35588,65.0,33.78,37,6,Female
35589,27.0,90.99,86,4,Male
35590,40.0,94.4,67,5,Female
35591,56.0,55.35,63,7,Female
35592,,79.76,46,6,Female
35593,41.0,45.94,71,6,Male
35594,37.0,92.13,71,4,Male
35595,32.0,70.4,29,5,Male
35596,38.0,53.09,65,8,Female
35597,59.0,-0.72,31,6,Female
35598,29.0,50.94,83,6,Female
35599,35.0,50.68,75,8,Male
35600,40.0,59.06,27,3,Female
35601,58.0,62.29,71,6,Male
35602,46.0,50.18,30,8,Female
35603,,48.23,97,5,Female
35604,53.0,83.2,44,3,Female
35605,22.0,19.91,63,4,Male
35606,56.0,36.71,77,6,Male
35607,43.0,48.77,54,5,Male
35608,56.0,36.91,55,2,Female
35609,28.0,70.74,80,3,Female
35610,59.0,36.84,98,4,Female
35611,28.0,47.62,67,4,Female
35612,35.0,80.68,68,2,Female
35613,29.0,79.59,2,9,Female
35614,33.0,55.78,72,0,Female
35615,44.0,58.02,67,6,Female
35616,53.0,43.03,53,5,Male
35617,34.0,83.49,76,5,Female
35618,66.0,60.33,34,2,Female
35619,38.0,75.81,59,7,Male
35620,54.0,62.62,5,5,Female
35621,48.0,,31,6,Female
35622,62.0,9.8,10,8,Male
35623,52.0,31.31,15,3,Female
35624,44.0,51.45,1,7,Male
35625,40.0,15.65,2,3,Male
35626,49.0,39.81,93,7,Female
35627,34.0,64.93,39,10,Female
35628,28.0,24.05,49,2,Male
35629,18.0,80.95,61,8,Female
35630,45.0,104.87,65,6,Female
35631,35.0,,35,5,Male
35632,66.0,48.55,14,5,Female
35633,58.0,79.03,1,3,Female
35634,37.0,75.09,49,6,Female
35635,,45.11,60,5,Female
35636,54.0,46.12,32,5,Male
35637,33.0,48.43,80,5,Male
35638,56.0,84.12,95,4,Female
35639,62.0,36.63,34,3,Male
35640,62.0,70.68,70,2,Female
35641,64.0,60.48,67,5,Male
35642,40.0,71.99,6,6,Male
35643,49.0,46.01,59,6,Female
35644,66.0,49.84,23,7,Male
35645,34.0,76.34,75,6,Female
35646,36.0,25.85,47,4,Female
35647,59.0,36.53,54,7,Female
35648,51.0,-6.61,25,3,Female
35649,31.0,96.23,19,2,Female
35650,20.0,56.83,43,5,Female
35651,56.0,55.11,69,6,Male
35652,,78.35,69,6,Female
35653,28.0,50.92,36,5,Male
35654,66.0,40.85,43,4,Male
35655,32.0,58.65,78,5,Female
35656,36.0,82.53,6,4,Male
35657,60.0,58.41,26,4,Male
35658,32.0,62.62,15,4,Male
35659,32.0,45.46,72,2,Male
35660,55.0,57.0,44,4,Female
35661,32.0,88.77,92,6,Male
35662,26.0,35.51,63,4,Male
35663,,46.7,92,3,Female
35664,36.0,101.3,34,3,Male
35665,41.0,63.13,81,5,Female
35666,46.0,22.52,36,9,Female
35667,22.0,113.16,54,2,Female
35668,39.0,34.7,17,4,Male
35669,30.0,-7.42,39,4,Female
35670,,44.47,22,4,Male
35671,69.0,32.83,3,3,Male
35672,66.0,77.96,22,5,Male
35673,,94.81,34,6,Female
35674,63.0,58.5,94,2,Male
35675,46.0,,61,6,Male
35676,33.0,,85,3,Male
35677,53.0,92.3,30,5,Female
35678,34.0,52.73,69,4,Male
35679,,20.65,64,2,Male
35680,31.0,55.59,81,7,Female
35681,67.0,-10.51,8,9,Female
35682,,41.88,61,5,Female
35683,39.0,41.05,99,4,Male
35684,57.0,28.05,67,7,Male
35685,26.0,85.67,59,9,Female
35686,49.0,52.29,44,6,Male
35687,41.0,71.96,53,3,Male
35688,50.0,54.59,3,3,Male
35689,30.0,65.0,40,7,Female
35690,52.0,34.63,71,7,Female
35691,23.0,58.53,85,5,Female
35692,66.0,98.27,70,4,Female
35693,57.0,28.6,34,6,Male
35694,47.0,106.45,79,5,Female
35695,55.0,93.63,26,12,Female
35696,33.0,52.75,60,5,Female
35697,18.0,75.78,77,5,Male
35698,59.0,68.33,28,5,Male
35699,35.0,30.71,91,2,Male
35700,39.0,66.65,64,6,Female
35701,43.0,58.1,77,1,Female
35702,31.0,45.16,4,4,Male
35703,54.0,80.12,73,6,Male
35704,66.0,41.3,46,5,Female
35705,31.0,45.33,53,5,Female
35706,43.0,26.73,86,9,Male
35707,67.0,48.92,11,2,Male
35708,53.0,99.32,38,6,Male
35709,69.0,41.13,34,3,Male
35710,40.0,82.28,45,11,Male
35711,,55.48,45,4,Female
35712,56.0,62.67,49,2,Female
35713,24.0,16.06,61,9,Female
35714,56.0,82.83,2,5,Male
35715,62.0,46.71,77,7,Male
35716,68.0,63.08,73,3,Female
35717,39.0,,79,3,Male
35718,45.0,75.94,37,5,Male
35719,55.0,49.91,57,3,Male
35720,37.0,7.16,99,2,Male
35721,66.0,95.18,84,4,Female
35722,35.0,97.69,16,6,Female
35723,41.0,34.83,47,1,Male
35724,,70.19,99,5,Male
35725,,55.07,97,2,Female
35726,43.0,95.87,34,8,Female
35727,36.0,52.98,75,2,Male
35728,65.0,40.65,48,5,Male
35729,59.0,32.22,62,7,Male
35730,30.0,62.36,11,8,Female
35731,27.0,294.99,500,4,Male
35732,31.0,110.34,45,6,Female
35733,26.0,16.62,63,6,Male
35734,28.0,34.68,69,9,Female
35735,,29.54,40,4,Male
35736,57.0,20.62,2,5,Female
35737,29.0,33.62,70,2,Female
35738,52.0,82.36,88,5,Female
35739,56.0,-10.25,55,3,Female
35740,63.0,57.54,38,7,Male
35741,56.0,99.99,57,3,Female
35742,49.0,57.57,22,5,Male
35743,56.0,42.73,12,2,Male
35744,31.0,53.19,24,3,Male
35745,61.0,51.2,49,5,Male
35746,18.0,77.83,4,4,Male
35747,44.0,47.16,60,2,Male
35748,54.0,40.69,26,7,Male
35749,60.0,45.15,57,7,Female
35750,18.0,122.65,12,4,Female
35751,62.0,65.85,38,7,Male
35752,46.0,104.59,22,3,Female
35753,41.0,106.31,41,6,Female
35754,34.0,63.56,25,4,Female
35755,52.0,67.51,25,3,Male
35756,48.0,60.77,31,4,Male
35757,59.0,83.55,7,5,Female
35758,49.0,75.2,38,4,Male
35759,,73.37,38,6,Male
35760,48.0,57.74,100,3,Male
35761,56.0,9.71,74,3,Female
35762,37.0,43.15,32,4,Male
35763,45.0,55.92,65,2,Female
35764,20.0,74.58,39,9,Female
35765,49.0,81.47,97,2,Female
35766,39.0,8.81,16,4,Female
35767,61.0,49.02,57,6,Female
35768,59.0,82.58,78,2,Male
35769,61.0,51.31,31,9,Male
35770,32.0,68.49,63,4,Female
35771,55.0,55.24,73,5,Female
35772,,28.25,66,2,Male
35773,48.0,57.16,5,5,Female
35774,43.0,16.92,33,3,Female
35775,22.0,92.69,85,5,Female
35776,37.0,54.21,50,7,Male
35777,19.0,69.93,3,7,Female
35778,38.0,16.51,32,5,Female
35779,,48.49,11,4,Male
35780,68.0,44.48,86,6,Female
35781,53.0,50.25,81,7,Female
35782,45.0,42.89,88,6,Female
35783,37.0,79.58,8,4,Male
35784,54.0,61.09,98,0,Male
35785,56.0,62.46,7,4,Male
35786,53.0,59.48,60,6,Male
35787,28.0,97.94,2,8,Female
35788,20.0,17.06,46,4,Male
35789,54.0,62.38,19,3,Male
